Scale,Query,Dim,Mode,IC_id,EOC,WOC,CPC,FPC,TOC
1,7,4,AP Nexus,-1,475844.0,367463.0,120.0,4565501.0,843307.0
1,7,4,GP Nexus,0,19668.0,14026.0,39.0,747384.0,33694.0
1,7,4,GP Nexus,1,15390.0,12689.0,20.0,292410.0,28079.0
1,7,4,GP Nexus,2,14795.0,9757.0,24.0,340285.0,24552.0
1,7,4,GP Nexus,3,14328.0,8991.0,20.0,272232.0,23319.0
1,7,4,GP Nexus,4,10101.0,6152.0,15.0,141414.0,16253.0
1,7,4,GP Nexus,5,6854.0,4280.0,11.0,68540.0,11134.0
1,7,4,GP Nexus,6,4390.0,2832.0,10.0,39510.0,7222.0
1,7,4,GP Nexus,7,2601.0,1753.0,10.0,23409.0,4354.0
1,7,4,GP Nexus,8,1379.0,989.0,10.0,12411.0,2368.0
1,7,4,GP Nexus,9,616.0,486.0,6.0,3080.0,1102.0
1,7,4,GP Nexus,10,204.0,190.0,7.0,1224.0,394.0
1,7,4,GP Nexus,11,48.0,38.0,4.0,144.0,86.0
1,7,4,GP Nexus,12,4.0,1.0,2.0,4.0,5.0
1,7,4,GP Nexus,13,1.0,0.0,1.0,0.0,1.0
1,7,4,GP Nexus,-1,90379.0,62184.0,179.0,1942047.0,152563.0
1,7,4,GP AdaNexus,0,1529.943539112199,4426.044968738082,36.0,53548.02386892697,5955.988507850281
1,7,4,GP AdaNexus,1,446.1984491504313,2342.6090044964244,21.0,8923.968983008626,2788.8074536468557
1,7,4,GP AdaNexus,2,2107.493497807613,4265.78117053031,22.0,44257.36345395987,6373.274668337923
1,7,4,GP AdaNexus,3,2460.101339630191,4375.207675513178,20.0,46741.92545297363,6835.30901514337
1,7,4,GP AdaNexus,4,2372.6013860874136,3531.7995922178925,13.0,28471.216633048964,5904.400978305306
1,7,4,GP AdaNexus,5,1980.1990780776982,2701.934982506814,9.0,15841.592624621586,4682.134060584513
1,7,4,GP AdaNexus,6,1574.2908584585439,1970.2406659621543,10.0,14168.617726126895,3544.531524420698
1,7,4,GP AdaNexus,7,1155.6532084493526,1338.1082894299964,9.0,9245.225667594821,2493.761497879349
1,7,4,GP AdaNexus,8,729.9115250132229,807.5975376852912,9.0,5839.292200105783,1537.509062698514
1,7,4,GP AdaNexus,9,324.1586850552766,383.7510054285263,6.0,1620.793425276383,707.9096904838029
1,7,4,GP AdaNexus,10,32.53286692949702,78.55660797166027,7.0,195.1972015769821,111.08947490115729
1,7,4,GP AdaNexus,11,143.18101696591953,70.96188417908554,4.0,429.5430508977586,214.14290114500506
1,7,4,GP AdaNexus,12,64.56289640712143,5.984271716768206,2.0,64.56289640712143,70.54716812388963
1,7,4,GP AdaNexus,13,1.0,0.0,1.0,0.0,1.0
1,7,4,GP AdaNexus,-1,14921.828347144481,26298.577656376186,169.0,229347.32318452536,41220.406003520664
200,7,4,AP Nexus,0,31019.0,7934.0,14.0,403247.0,38953.0
200,7,4,AP Nexus,1,40146.0,24437.0,12.0,441606.0,64583.0
200,7,4,AP Nexus,2,44956.0,43274.0,12.0,494516.0,88230.0
200,7,4,AP Nexus,3,73165.0,45593.0,12.0,804815.0,118758.0
200,7,4,AP Nexus,4,70512.0,44844.0,9.0,564096.0,115356.0
200,7,4,AP Nexus,5,61781.0,43413.0,9.0,494248.0,105194.0
200,7,4,AP Nexus,6,51925.0,41029.0,9.0,415400.0,92954.0
200,7,4,AP Nexus,7,42399.0,37726.0,7.0,254394.0,80125.0
200,7,4,AP Nexus,8,35037.0,33598.0,7.0,210222.0,68635.0
200,7,4,AP Nexus,9,27149.0,26132.0,6.0,135745.0,53281.0
200,7,4,AP Nexus,10,18738.0,16980.0,5.0,74952.0,35718.0
200,7,4,AP Nexus,11,9399.0,7907.0,4.0,28197.0,17306.0
200,7,4,AP Nexus,12,1865.0,1358.0,4.0,5595.0,3223.0
200,7,4,AP Nexus,13,1.0,0.0,1.0,0.0,1.0
200,7,4,AP Nexus,-1,508092.0,374225.0,111.0,4327033.0,882317.0
200,7,4,GP Nexus,0,14346.0,10311.0,25.0,344304.0,24657.0
200,7,4,GP Nexus,1,14523.0,9008.0,21.0,290460.0,23531.0
200,7,4,GP Nexus,2,13676.0,8074.0,19.0,246168.0,21750.0
200,7,4,GP Nexus,3,13510.0,7730.0,17.0,216160.0,21240.0
200,7,4,GP Nexus,4,10751.0,6202.0,15.0,150514.0,16953.0
200,7,4,GP Nexus,5,7360.0,4325.0,8.0,51520.0,11685.0
200,7,4,GP Nexus,6,4770.0,2871.0,8.0,33390.0,7641.0
200,7,4,GP Nexus,7,2873.0,1786.0,5.0,11492.0,4659.0
200,7,4,GP Nexus,8,1561.0,1016.0,5.0,6244.0,2577.0
200,7,4,GP Nexus,9,726.0,507.0,5.0,2904.0,1233.0
200,7,4,GP Nexus,10,260.0,205.0,4.0,780.0,465.0
200,7,4,GP Nexus,11,56.0,55.0,4.0,168.0,111.0
200,7,4,GP Nexus,12,6.0,3.0,2.0,6.0,9.0
200,7,4,GP Nexus,13,1.0,0.0,1.0,0.0,1.0
200,7,4,GP Nexus,-1,84419.0,52093.0,139.0,1354110.0,136512.0
200,7,4,GP AdaNexus,0,1279.006838860645,3511.4581269401956,23.0,28138.15045493419,4790.46496580084
200,7,4,GP AdaNexus,1,2546.368736730255,4445.779997766958,21.0,50927.3747346051,6992.148734497214
200,7,4,GP AdaNexus,2,2776.3709856584464,4354.036548688228,20.0,52751.04872751048,7130.407534346675
200,7,4,GP AdaNexus,3,2904.7647053701735,4332.533594017203,14.0,37761.94116981226,7237.298299387376
200,7,4,GP AdaNexus,4,2669.434854360678,3723.992125393241,15.0,37372.08796104949,6393.426979753919
200,7,4,GP AdaNexus,5,2297.2571483269917,2892.3482850947653,9.0,18378.057186615933,5189.605433421757
200,7,4,GP AdaNexus,6,1913.955768797755,2158.547761902079,8.0,13397.690381584285,4072.503530699834
200,7,4,GP AdaNexus,7,1516.8727144692666,1523.2359741601283,5.0,6067.490857877066,3040.108688629395
200,7,4,GP AdaNexus,8,1103.2024270066067,987.1904098923965,5.0,4412.809708026427,2090.392836899003
200,7,4,GP AdaNexus,9,673.5040310652536,551.6084880355801,5.0,2694.0161242610143,1225.1125191008337
200,7,4,GP AdaNexus,10,253.2434647864781,219.87417235328323,4.0,759.7303943594343,473.1176371397613
200,7,4,GP AdaNexus,11,10.539975497418743,24.073127939657798,4.0,31.619926492256226,34.61310343707654
200,7,4,GP AdaNexus,12,159.28002317650572,18.75,2.0,159.28002317650572,178.03002317650572
200,7,4,GP AdaNexus,13,1.0,0.0,1.0,0.0,1.0
200,7,4,GP AdaNexus,-1,20104.80167410648,28743.428612183714,136.0,252851.29765030448,48848.23028629019
20,7,4,AP Nexus,0,995.0,60.0,2.0,995.0,1055.0
20,7,4,AP Nexus,1,32039.0,11593.0,13.0,384468.0,43632.0
20,7,4,AP Nexus,2,41812.0,29971.0,9.0,334496.0,71783.0
20,7,4,AP Nexus,3,53458.0,45635.0,9.0,427664.0,99093.0
20,7,4,AP Nexus,4,75052.0,45270.0,11.0,750520.0,120322.0
20,7,4,AP Nexus,5,67274.0,44355.0,9.0,538192.0,111629.0
20,7,4,AP Nexus,6,57858.0,42551.0,9.0,462864.0,100409.0
20,7,4,AP Nexus,7,47798.0,39751.0,9.0,382384.0,87549.0
20,7,4,AP Nexus,8,39073.0,36101.0,9.0,312584.0,75174.0
20,7,4,AP Nexus,9,31306.0,30420.0,9.0,250448.0,61726.0
20,7,4,AP Nexus,10,23500.0,22555.0,6.0,117500.0,46055.0
20,7,4,AP Nexus,11,14435.0,12347.0,4.0,43305.0,26782.0
20,7,4,AP Nexus,12,5684.0,4550.0,7.0,34104.0,10234.0
20,7,4,AP Nexus,13,410.0,336.0,2.0,410.0,746.0
20,7,4,AP Nexus,14,1.0,0.0,1.0,0.0,1.0
20,7,4,AP Nexus,-1,490695.0,365495.0,109.0,4039934.0,856190.0
20,7,4,GP Nexus,0,13258.0,6803.0,14.0,172354.0,20061.0
20,7,4,GP Nexus,1,14685.0,11046.0,16.0,220275.0,25731.0
20,7,4,GP Nexus,2,14219.0,8716.0,15.0,199066.0,22935.0
20,7,4,GP Nexus,3,13623.0,7868.0,14.0,177099.0,21491.0
20,7,4,GP Nexus,4,12780.0,7661.0,15.0,178920.0,20441.0
20,7,4,GP Nexus,5,8948.0,5478.0,9.0,71584.0,14426.0
20,7,4,GP Nexus,6,5971.0,3754.0,8.0,41797.0,9725.0
20,7,4,GP Nexus,7,3741.0,2435.0,8.0,26187.0,6176.0
20,7,4,GP Nexus,8,2376.0,1497.0,8.0,16632.0,3873.0
20,7,4,GP Nexus,9,1235.0,820.0,8.0,8645.0,2055.0
20,7,4,GP Nexus,10,535.0,386.0,5.0,2140.0,921.0
20,7,4,GP Nexus,11,168.0,141.0,4.0,504.0,309.0
20,7,4,GP Nexus,12,31.0,26.0,4.0,93.0,57.0
20,7,4,GP Nexus,13,2.0,1.0,1.0,0.0,3.0
20,7,4,GP Nexus,14,1.0,0.0,1.0,0.0,1.0
20,7,4,GP Nexus,-1,91573.0,56632.0,130.0,1115296.0,148205.0
20,7,4,GP AdaNexus,0,3185.7593761064127,4147.103481865081,12.0,35043.35313717054,7332.862857971494
20,7,4,GP AdaNexus,1,1212.3865349012067,3481.886751182786,16.0,18185.798023518102,4694.273286083993
20,7,4,GP AdaNexus,2,2602.8407372269885,4411.362518164366,13.0,31234.088846723862,7014.203255391354
20,7,4,GP AdaNexus,3,2873.866752944282,4355.250812486058,14.0,37360.26778827566,7229.11756543034
20,7,4,GP AdaNexus,4,2640.9604665862266,4147.695938841402,13.0,31691.52559903472,6788.656405427628
20,7,4,GP AdaNexus,5,2257.7000891480534,3253.403059925482,8.0,15803.900624036374,5511.103149073535
20,7,4,GP AdaNexus,6,1863.369729052596,2457.183542436535,7.0,11180.218374315577,4320.553271489131
20,7,4,GP AdaNexus,7,1456.9893970737733,1760.025991279794,7.0,8741.93638244264,3217.0153883535672
20,7,4,GP AdaNexus,8,1380.937496433744,1333.479439800975,6.0,6904.68748216872,2714.416936234719
20,7,4,GP AdaNexus,9,961.4311915565389,830.7477704381316,7.0,5768.587149339233,1792.1789619946705
20,7,4,GP AdaNexus,10,529.2072725555461,429.1555291458176,5.0,2116.8290902221843,958.3628017013637
20,7,4,GP AdaNexus,11,134.73434311780085,134.49532104020187,3.0,269.4686862356017,269.2296641580027
20,7,4,GP AdaNexus,12,80.1779550396606,44.45845592759903,4.0,240.5338651189818,124.63641096725964
20,7,4,GP AdaNexus,13,78.12499999999999,8.10524721656881,1.0,0.0,86.2302472165688
20,7,4,GP AdaNexus,14,1.0,0.0,1.0,0.0,1.0
20,7,4,GP AdaNexus,-1,21259.486341742828,30794.3538597508,117.0,204541.19504860227,52053.84020149363
250,7,4,AP Nexus,0,31049.0,7990.0,15.0,434686.0,39039.0
250,7,4,AP Nexus,1,40204.0,24553.0,13.0,482448.0,64757.0
250,7,4,AP Nexus,2,44961.0,43284.0,13.0,539532.0,88245.0
250,7,4,AP Nexus,3,73171.0,45593.0,13.0,878052.0,118764.0
250,7,4,AP Nexus,4,70507.0,44844.0,9.0,564056.0,115351.0
250,7,4,AP Nexus,5,61788.0,43409.0,9.0,494304.0,105197.0
250,7,4,AP Nexus,6,51915.0,41029.0,9.0,415320.0,92944.0
250,7,4,AP Nexus,7,42399.0,37726.0,7.0,254394.0,80125.0
250,7,4,AP Nexus,8,35039.0,33580.0,7.0,210234.0,68619.0
250,7,4,AP Nexus,9,27100.0,26158.0,6.0,135500.0,53258.0
250,7,4,AP Nexus,10,18738.0,16981.0,5.0,74952.0,35719.0
250,7,4,AP Nexus,11,9397.0,7901.0,4.0,28191.0,17298.0
250,7,4,AP Nexus,12,1861.0,1354.0,4.0,5583.0,3215.0
250,7,4,AP Nexus,13,1.0,0.0,1.0,0.0,1.0
250,7,4,AP Nexus,-1,508130.0,374402.0,115.0,4517252.0,882532.0
250,7,4,GP Nexus,0,14361.0,10157.0,27.0,373386.0,24518.0
250,7,4,GP Nexus,1,14523.0,9016.0,20.0,275937.0,23539.0
250,7,4,GP Nexus,2,13676.0,8081.0,20.0,259844.0,21757.0
250,7,4,GP Nexus,3,13510.0,7732.0,18.0,229670.0,21242.0
250,7,4,GP Nexus,4,10751.0,6202.0,16.0,161265.0,16953.0
250,7,4,GP Nexus,5,7360.0,4325.0,9.0,58880.0,11685.0
250,7,4,GP Nexus,6,4770.0,2871.0,9.0,38160.0,7641.0
250,7,4,GP Nexus,7,2873.0,1786.0,5.0,11492.0,4659.0
250,7,4,GP Nexus,8,1561.0,1016.0,5.0,6244.0,2577.0
250,7,4,GP Nexus,9,726.0,507.0,5.0,2904.0,1233.0
250,7,4,GP Nexus,10,260.0,205.0,4.0,780.0,465.0
250,7,4,GP Nexus,11,56.0,55.0,4.0,168.0,111.0
250,7,4,GP Nexus,12,6.0,3.0,3.0,12.0,9.0
250,7,4,GP Nexus,13,1.0,0.0,1.0,0.0,1.0
250,7,4,GP Nexus,-1,84434.0,51956.0,146.0,1418742.0,136390.0
250,7,4,GP AdaNexus,0,1728.6502455639031,3928.7670500174418,24.0,39758.95564796977,5657.417295581345
250,7,4,GP AdaNexus,1,2540.6829463351805,4443.530196732615,15.0,35569.561248692524,6984.2131430677955
250,7,4,GP AdaNexus,2,2772.091562221975,4353.264475454679,18.0,47125.556557773576,7125.3560376766545
250,7,4,GP AdaNexus,3,2903.7370107417005,4332.531757433448,15.0,40652.318150383806,7236.268768175149
250,7,4,GP AdaNexus,4,2669.434854360678,3723.992125393241,14.0,34702.65310668881,6393.426979753919
250,7,4,GP AdaNexus,5,2297.2571483269917,2892.3482850947653,9.0,18378.057186615933,5189.605433421757
250,7,4,GP AdaNexus,6,1913.955768797755,2158.547761902079,9.0,15311.64615038204,4072.503530699834
250,7,4,GP AdaNexus,7,1516.8727144692666,1523.2359741601283,5.0,6067.490857877066,3040.108688629395
250,7,4,GP AdaNexus,8,1103.2024270066067,987.1904098923965,6.0,5516.012135033034,2090.392836899003
250,7,4,GP AdaNexus,9,673.5040310652536,551.6084880355801,6.0,3367.5201553262677,1225.1125191008337
250,7,4,GP AdaNexus,10,253.2434647864781,219.87417235328323,4.0,759.7303943594343,473.1176371397613
250,7,4,GP AdaNexus,11,10.539975497418743,24.073127939657798,4.0,31.619926492256226,34.61310343707654
250,7,4,GP AdaNexus,12,159.28002317650572,18.75,3.0,318.56004635301144,178.03002317650572
250,7,4,GP AdaNexus,13,1.0,0.0,1.0,0.0,1.0
250,7,4,GP AdaNexus,-1,20543.45217234972,29157.713824409315,133.0,247559.68156394752,49701.16599675904
50,7,4,AP Nexus,0,10087.0,3993.0,14.0,131131.0,14080.0
50,7,4,AP Nexus,1,38478.0,22530.0,16.0,577170.0,61008.0
50,7,4,AP Nexus,2,44690.0,42637.0,13.0,536280.0,87327.0
50,7,4,AP Nexus,3,71228.0,45646.0,12.0,783508.0,116874.0
50,7,4,AP Nexus,4,70721.0,44849.0,11.0,707210.0,115570.0
50,7,4,AP Nexus,5,61910.0,43436.0,10.0,557190.0,105346.0
50,7,4,AP Nexus,6,51955.0,41080.0,10.0,467595.0,93035.0
50,7,4,AP Nexus,7,42452.0,37726.0,10.0,382068.0,80178.0
50,7,4,AP Nexus,8,35051.0,33604.0,8.0,245357.0,68655.0
50,7,4,AP Nexus,9,27114.0,26152.0,7.0,162684.0,53266.0
50,7,4,AP Nexus,10,18738.0,16981.0,6.0,93690.0,35719.0
50,7,4,AP Nexus,11,9401.0,7907.0,6.0,47005.0,17308.0
50,7,4,AP Nexus,12,1865.0,1358.0,5.0,7460.0,3223.0
50,7,4,AP Nexus,13,1.0,0.0,1.0,0.0,1.0
50,7,4,AP Nexus,-1,483691.0,367899.0,129.0,4698348.0,851590.0
50,7,4,GP Nexus,0,14209.0,13267.0,21.0,284180.0,27476.0
50,7,4,GP Nexus,1,14207.0,8903.0,24.0,326761.0,23110.0
50,7,4,GP Nexus,2,14134.0,8568.0,21.0,282680.0,22702.0
50,7,4,GP Nexus,3,13510.0,7753.0,20.0,256690.0,21263.0
50,7,4,GP Nexus,4,10751.0,6203.0,16.0,161265.0,16954.0
50,7,4,GP Nexus,5,7360.0,4325.0,11.0,73600.0,11685.0
50,7,4,GP Nexus,6,4770.0,2871.0,11.0,47700.0,7641.0
50,7,4,GP Nexus,7,2873.0,1786.0,9.0,22984.0,4659.0
50,7,4,GP Nexus,8,1561.0,1016.0,8.0,10927.0,2577.0
50,7,4,GP Nexus,9,726.0,507.0,6.0,3630.0,1233.0
50,7,4,GP Nexus,10,260.0,205.0,6.0,1300.0,465.0
50,7,4,GP Nexus,11,56.0,55.0,6.0,280.0,111.0
50,7,4,GP Nexus,12,6.0,3.0,3.0,12.0,9.0
50,7,4,GP Nexus,13,1.0,0.0,1.0,0.0,1.0
50,7,4,GP Nexus,-1,84424.0,55462.0,163.0,1472009.0,139886.0
50,7,4,GP AdaNexus,0,51.90035874589434,835.6489382427214,21.0,1038.0071749178867,887.5492969886158
50,7,4,GP AdaNexus,1,2464.8410113902555,4355.73892271976,24.0,56691.343261975875,6820.5799341100155
50,7,4,GP AdaNexus,2,2663.49870548083,4415.131654382924,20.0,50606.47540413577,7078.630359863754
50,7,4,GP AdaNexus,3,2892.8395640976646,4332.406129141472,21.0,57856.791281953294,7225.245693239136
50,7,4,GP AdaNexus,4,2668.810199742678,3723.9670533410326,14.0,34694.53259665481,6392.77725308371
50,7,4,GP AdaNexus,5,2297.2571483269917,2892.3482850947653,10.0,20675.314334942927,5189.605433421757
50,7,4,GP AdaNexus,6,1913.955768797755,2158.547761902079,11.0,19139.557687977547,4072.503530699834
50,7,4,GP AdaNexus,7,1516.8727144692666,1523.2359741601283,9.0,12134.981715754133,3040.108688629395
50,7,4,GP AdaNexus,8,1103.2024270066067,987.1904098923965,8.0,7722.416989046247,2090.392836899003
50,7,4,GP AdaNexus,9,673.5040310652536,551.6084880355801,6.0,3367.5201553262677,1225.1125191008337
50,7,4,GP AdaNexus,10,253.2434647864781,219.87417235328323,6.0,1266.2173239323906,473.1176371397613
50,7,4,GP AdaNexus,11,10.539975497418743,24.073127939657798,6.0,52.699877487093715,34.61310343707654
50,7,4,GP AdaNexus,12,159.28002317650572,18.75,3.0,318.56004635301144,178.03002317650572
50,7,4,GP AdaNexus,13,1.0,0.0,1.0,0.0,1.0
50,7,4,GP AdaNexus,-1,18670.745392583605,26038.5209172058,160.0,265564.41785045725,44709.266309789404
5,7,4,AP Nexus,0,842.0,1.0,2.0,842.0,843.0
5,7,4,AP Nexus,1,13044.0,8114.0,8.0,91308.0,21158.0
5,7,4,AP Nexus,2,39409.0,27677.0,12.0,433499.0,67086.0
5,7,4,AP Nexus,3,52582.0,45398.0,8.0,368074.0,97980.0
5,7,4,AP Nexus,4,75681.0,45382.0,8.0,529767.0,121063.0
5,7,4,AP Nexus,5,67783.0,44347.0,8.0,474481.0,112130.0
5,7,4,AP Nexus,6,58134.0,42672.0,7.0,348804.0,100806.0
5,7,4,AP Nexus,7,48028.0,39852.0,7.0,288168.0,87880.0
5,7,4,AP Nexus,8,39283.0,36155.0,7.0,235698.0,75438.0
5,7,4,AP Nexus,9,31450.0,30458.0,7.0,188700.0,61908.0
5,7,4,AP Nexus,10,23630.0,22540.0,6.0,118150.0,46170.0
5,7,4,AP Nexus,11,15270.0,13259.0,8.0,106890.0,28529.0
5,7,4,AP Nexus,12,5772.0,4415.0,3.0,11544.0,10187.0
5,7,4,AP Nexus,13,421.0,321.0,1.0,0.0,742.0
5,7,4,AP Nexus,14,1.0,0.0,1.0,0.0,1.0
5,7,4,AP Nexus,-1,471330.0,360591.0,93.0,3195925.0,831921.0
5,7,4,GP Nexus,0,5310.0,3247.0,8.0,37170.0,8557.0
5,7,4,GP Nexus,1,20834.0,15839.0,20.0,395846.0,36673.0
5,7,4,GP Nexus,2,14912.0,11278.0,20.0,283328.0,26190.0
5,7,4,GP Nexus,3,13856.0,8477.0,18.0,235552.0,22333.0
5,7,4,GP Nexus,4,12780.0,7701.0,14.0,166140.0,20481.0
5,7,4,GP Nexus,5,8948.0,5478.0,8.0,62636.0,14426.0
5,7,4,GP Nexus,6,5971.0,3754.0,7.0,35826.0,9725.0
5,7,4,GP Nexus,7,4066.0,2471.0,7.0,24396.0,6537.0
5,7,4,GP Nexus,8,2376.0,1497.0,7.0,14256.0,3873.0
5,7,4,GP Nexus,9,1235.0,820.0,7.0,7410.0,2055.0
5,7,4,GP Nexus,10,535.0,388.0,9.0,4280.0,923.0
5,7,4,GP Nexus,11,168.0,141.0,6.0,840.0,309.0
5,7,4,GP Nexus,12,31.0,26.0,2.0,31.0,57.0
5,7,4,GP Nexus,13,2.0,1.0,1.0,0.0,3.0
5,7,4,GP Nexus,14,1.0,0.0,1.0,0.0,1.0
5,7,4,GP Nexus,-1,91025.0,61118.0,135.0,1267711.0,152143.0
5,7,4,GP AdaNexus,0,1926.8549413885366,2310.0261334586708,8.0,13487.984589719756,4236.881074847208
5,7,4,GP AdaNexus,1,1312.142794983161,4379.713676739669,19.0,23618.570309696897,5691.856471722829
5,7,4,GP AdaNexus,2,1112.9007232871331,3393.178377256134,16.0,16693.510849306997,4506.0791005432675
5,7,4,GP AdaNexus,3,2595.6337857147664,4341.578070694866,16.0,38934.506785721496,6937.211856409633
5,7,4,GP AdaNexus,4,2613.362232988213,4140.757286357053,12.0,28746.98456287034,6754.119519345266
5,7,4,GP AdaNexus,5,2257.7000891480534,3253.403059925482,6.0,11288.500445740267,5511.103149073535
5,7,4,GP AdaNexus,6,1863.369729052596,2457.183542436535,6.0,9316.84864526298,4320.553271489131
5,7,4,GP AdaNexus,7,1783.2722851835451,1935.7994076385605,5.0,7133.089140734181,3719.0716928221054
5,7,4,GP AdaNexus,8,1380.937496433744,1333.479439800975,6.0,6904.68748216872,2714.416936234719
5,7,4,GP AdaNexus,9,961.4311915565389,830.7477704381316,5.0,3845.7247662261557,1792.1789619946705
5,7,4,GP AdaNexus,10,529.2072725555461,429.1555291458176,8.0,3704.4509078888223,958.3628017013637
5,7,4,GP AdaNexus,11,134.73434311780085,134.49532104020187,5.0,538.9373724712034,269.2296641580027
5,7,4,GP AdaNexus,12,80.1779550396606,44.45845592759903,2.0,80.1779550396606,124.63641096725964
5,7,4,GP AdaNexus,13,78.12499999999999,8.10524721656881,1.0,0.0,86.2302472165688
5,7,4,GP AdaNexus,14,1.0,0.0,1.0,0.0,1.0
5,7,4,GP AdaNexus,-1,18630.849840449293,28992.081318076263,116.0,164293.9738128475,47622.93115852556
