Scale,Query,Dim,Mode,IC_id,EOC,WOC,CPC,FPC,TOC
100,27,4,AP Nexus,0,45519.0,23491.0,13.0,546228.0,69010.0
100,27,4,AP Nexus,1,1.0,0.0,1.0,0.0,1.0
100,27,4,AP Nexus,-1,45520.0,23491.0,14.0,546228.0,69011.0
100,27,4,GP Nexus,0,36621.0,23491.0,14.0,476073.0,60112.0
100,27,4,GP Nexus,1,1.0,0.0,1.0,0.0,1.0
100,27,4,GP Nexus,-1,36622.0,23491.0,15.0,476073.0,60113.0
100,27,4,GP AdaNexus,0,3145.9657516418933,8031.215787838971,13.0,37751.58901970272,11177.181539480864
100,27,4,GP AdaNexus,1,1.0,0.0,1.0,0.0,1.0
100,27,4,GP AdaNexus,-1,3146.9657516418933,8031.215787838971,14.0,37751.58901970272,11178.181539480864
10,27,4,AP Nexus,0,23854.0,1.0,7.0,143124.0,23855.0
10,27,4,AP Nexus,1,23578.0,1.0,4.0,70734.0,23579.0
10,27,4,AP Nexus,2,23578.0,1.0,4.0,70734.0,23579.0
10,27,4,AP Nexus,3,67426.0,34021.0,15.0,943964.0,101447.0
10,27,4,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
10,27,4,AP Nexus,-1,138437.0,34024.0,31.0,1228556.0,172461.0
10,27,4,GP Nexus,0,23608.0,1.0,7.0,141648.0,23609.0
10,27,4,GP Nexus,1,23578.0,1.0,5.0,94312.0,23579.0
10,27,4,GP Nexus,2,23578.0,1.0,8.0,165046.0,23579.0
10,27,4,GP Nexus,3,33891.0,16561.0,12.0,372801.0,50452.0
10,27,4,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
10,27,4,GP Nexus,-1,104656.0,16564.0,33.0,773807.0,121220.0
10,27,4,GP AdaNexus,0,15.545791184361432,1.4149125889210972,6.0,77.72895592180716,16.96070377328253
10,27,4,GP AdaNexus,1,15.545791184361432,1.4149125889210972,5.0,62.18316473744573,16.96070377328253
10,27,4,GP AdaNexus,2,15.545851602237784,1.414912559272764,8.0,108.82096121566448,16.960764161510546
10,27,4,GP AdaNexus,3,4235.570867184627,7478.10189492628,12.0,46591.2795390309,11713.672762110906
10,27,4,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
10,27,4,GP AdaNexus,-1,4283.208301155588,7482.346632663394,32.0,46840.012620905814,11765.554933818981
125,27,4,AP Nexus,0,888.0,435.0,11.0,8880.0,1323.0
125,27,4,AP Nexus,1,1.0,0.0,1.0,0.0,1.0
125,27,4,AP Nexus,-1,889.0,435.0,12.0,8880.0,1324.0
125,27,4,GP Nexus,0,8675.0,4116.0,8.0,60725.0,12791.0
125,27,4,GP Nexus,1,1.0,0.0,1.0,0.0,1.0
125,27,4,GP Nexus,-1,8676.0,4116.0,9.0,60725.0,12792.0
125,27,4,GP AdaNexus,0,2709.990890136553,2950.19110915253,7.0,16259.945340819319,5660.181999289083
125,27,4,GP AdaNexus,1,1.0,0.0,1.0,0.0,1.0
125,27,4,GP AdaNexus,-1,2710.990890136553,2950.19110915253,8.0,16259.945340819319,5661.181999289083
150,27,4,AP Nexus,0,888.0,435.0,9.0,7104.0,1323.0
150,27,4,AP Nexus,1,1.0,0.0,1.0,0.0,1.0
150,27,4,AP Nexus,-1,889.0,435.0,10.0,7104.0,1324.0
150,27,4,GP Nexus,0,3711.0,906.0,7.0,22266.0,4617.0
150,27,4,GP Nexus,1,1.0,0.0,1.0,0.0,1.0
150,27,4,GP Nexus,-1,3712.0,906.0,8.0,22266.0,4618.0
150,27,4,GP AdaNexus,0,716.0434565332254,658.023839151668,6.0,3580.2172826661267,1374.0672956848935
150,27,4,GP AdaNexus,1,1.0,0.0,1.0,0.0,1.0
150,27,4,GP AdaNexus,-1,717.0434565332254,658.023839151668,7.0,3580.2172826661267,1375.0672956848935
1,27,4,AP Nexus,0,23700.0,1.0,11.0,237000.0,23701.0
1,27,4,AP Nexus,1,23578.0,1.0,8.0,165046.0,23579.0
1,27,4,AP Nexus,2,46292.0,811.0,18.0,786964.0,47103.0
1,27,4,AP Nexus,3,45444.0,781.0,15.0,636216.0,46225.0
1,27,4,AP Nexus,4,64178.0,30751.0,24.0,1476094.0,94929.0
1,27,4,AP Nexus,5,1.0,0.0,1.0,0.0,1.0
1,27,4,AP Nexus,-1,203193.0,32345.0,77.0,3301320.0,235538.0
1,27,4,GP Nexus,0,22767.0,0.0,7.0,136602.0,22767.0
1,27,4,GP Nexus,1,23578.0,1.0,6.0,117890.0,23579.0
1,27,4,GP Nexus,2,34141.0,464.0,13.0,409692.0,34605.0
1,27,4,GP Nexus,3,29482.0,361.0,14.0,383266.0,29843.0
1,27,4,GP Nexus,4,19962.0,5641.0,15.0,279468.0,25603.0
1,27,4,GP Nexus,5,1.0,0.0,1.0,0.0,1.0
1,27,4,GP Nexus,-1,129931.0,6467.0,56.0,1326918.0,136398.0
1,27,4,GP AdaNexus,0,15.474719946526482,0.0,9.0,123.79775957221186,15.474719946526482
1,27,4,GP AdaNexus,1,15.545791184361432,1.4149125889210972,6.0,77.72895592180716,16.96070377328253
1,27,4,GP AdaNexus,2,24.252662624947316,81.03046891027812,12.0,266.7792888744205,105.28313153522544
1,27,4,GP AdaNexus,3,22.97169666839275,68.86631042942568,14.0,298.63205668910575,91.83800709781843
1,27,4,GP AdaNexus,4,1568.3242855920362,2486.933039854195,16.0,23524.864283880543,4055.2573254462313
1,27,4,GP AdaNexus,5,1.0,0.0,1.0,0.0,1.0
1,27,4,GP AdaNexus,-1,1647.569156016264,2638.24473178282,58.0,24291.80234493809,4285.813887799084
200,27,4,AP Nexus,0,872.0,435.0,8.0,6104.0,1307.0
200,27,4,AP Nexus,1,1.0,0.0,1.0,0.0,1.0
200,27,4,AP Nexus,-1,873.0,435.0,9.0,6104.0,1308.0
200,27,4,GP Nexus,0,3711.0,875.0,6.0,18555.0,4586.0
200,27,4,GP Nexus,1,1.0,0.0,1.0,0.0,1.0
200,27,4,GP Nexus,-1,3712.0,875.0,7.0,18555.0,4587.0
200,27,4,GP AdaNexus,0,669.4176474138309,624.9693811687686,6.0,3347.0882370691543,1294.3870285825994
200,27,4,GP AdaNexus,1,1.0,0.0,1.0,0.0,1.0
200,27,4,GP AdaNexus,-1,670.4176474138309,624.9693811687686,7.0,3347.0882370691543,1295.3870285825994
20,27,4,AP Nexus,0,23581.0,1.0,9.0,188648.0,23582.0
20,27,4,AP Nexus,1,23578.0,1.0,7.0,141468.0,23579.0
20,27,4,AP Nexus,2,67429.0,34021.0,11.0,674290.0,101450.0
20,27,4,AP Nexus,3,1.0,0.0,1.0,0.0,1.0
20,27,4,AP Nexus,-1,114589.0,34023.0,28.0,1004406.0,148612.0
20,27,4,GP Nexus,0,23840.0,1.0,7.0,143040.0,23841.0
20,27,4,GP Nexus,1,22765.0,0.0,6.0,113825.0,22765.0
20,27,4,GP Nexus,2,35530.0,18871.0,12.0,390830.0,54401.0
20,27,4,GP Nexus,3,1.0,0.0,1.0,0.0,1.0
20,27,4,GP Nexus,-1,82136.0,18872.0,26.0,647695.0,101008.0
20,27,4,GP AdaNexus,0,15.553924762799435,1.4149086090157355,8.0,108.87747333959604,16.96883337181517
20,27,4,GP AdaNexus,1,15.47452983890656,0.0,6.0,77.3726491945328,15.47452983890656
20,27,4,GP AdaNexus,2,4258.251194965783,8099.725785316342,11.0,42582.511949657826,12357.976980282125
20,27,4,GP AdaNexus,3,1.0,0.0,1.0,0.0,1.0
20,27,4,GP AdaNexus,-1,4290.279649567488,8101.1406939253575,26.0,42768.76207219195,12391.420343492846
250,27,4,AP Nexus,0,874.0,435.0,7.0,5244.0,1309.0
250,27,4,AP Nexus,1,1.0,0.0,1.0,0.0,1.0
250,27,4,AP Nexus,-1,875.0,435.0,8.0,5244.0,1310.0
250,27,4,GP Nexus,0,3711.0,874.0,6.0,18555.0,4585.0
250,27,4,GP Nexus,1,1.0,0.0,1.0,0.0,1.0
250,27,4,GP Nexus,-1,3712.0,874.0,7.0,18555.0,4586.0
250,27,4,GP AdaNexus,0,661.2449986333187,619.1324457397253,4.0,1983.7349958999562,1280.377444373044
250,27,4,GP AdaNexus,1,1.0,0.0,1.0,0.0,1.0
250,27,4,GP AdaNexus,-1,662.2449986333187,619.1324457397253,5.0,1983.7349958999562,1281.377444373044
50,27,4,AP Nexus,0,23593.0,1.0,11.0,235930.0,23594.0
50,27,4,AP Nexus,1,45502.0,23491.0,9.0,364016.0,68993.0
50,27,4,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
50,27,4,AP Nexus,-1,69096.0,23492.0,21.0,599946.0,92588.0
50,27,4,GP Nexus,0,23588.0,1.0,13.0,283056.0,23589.0
50,27,4,GP Nexus,1,32510.0,20011.0,9.0,260080.0,52521.0
50,27,4,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
50,27,4,GP Nexus,-1,56099.0,20012.0,23.0,543136.0,76111.0
50,27,4,GP AdaNexus,0,15.55362433669546,1.4149087556113065,10.0,139.98261903025914,16.968533092306767
50,27,4,GP AdaNexus,1,3325.8457031345274,7572.294201280629,7.0,19955.074218807164,10898.139904415157
50,27,4,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
50,27,4,GP AdaNexus,-1,3342.399327471223,7573.70911003624,18.0,20095.056837837423,10916.108437507464
5,27,4,AP Nexus,0,23652.0,1.0,8.0,165564.0,23653.0
5,27,4,AP Nexus,1,23578.0,1.0,4.0,70734.0,23579.0
5,27,4,AP Nexus,2,46293.0,811.0,17.0,740688.0,47104.0
5,27,4,AP Nexus,3,67426.0,34021.0,12.0,741686.0,101447.0
5,27,4,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
5,27,4,AP Nexus,-1,160950.0,34834.0,42.0,1718672.0,195784.0
5,27,4,GP Nexus,0,22765.0,0.0,4.0,68295.0,22765.0
5,27,4,GP Nexus,1,23578.0,1.0,6.0,117890.0,23579.0
5,27,4,GP Nexus,2,38717.0,541.0,13.0,464604.0,39258.0
5,27,4,GP Nexus,3,28223.0,12789.0,11.0,282230.0,41012.0
5,27,4,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
5,27,4,GP Nexus,-1,113284.0,13331.0,35.0,933019.0,126615.0
5,27,4,GP AdaNexus,0,15.47870643067778,0.0,6.0,77.3935321533889,15.47870643067778
5,27,4,GP AdaNexus,1,15.545791184361432,1.4149125889210972,6.0,77.72895592180716,16.96070377328253
5,27,4,GP AdaNexus,2,24.837827136429127,88.97724949570488,13.0,298.0539256371495,113.81507663213401
5,27,4,GP AdaNexus,3,3863.0370556856105,6195.575382454228,10.0,34767.33350117049,10058.612438139839
5,27,4,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
5,27,4,GP AdaNexus,-1,3919.899380437079,6285.967544538854,36.0,35220.50991488284,10205.866924975933
100,22,3,AP Nexus,0,6914.0,5556.0,4.0,20742.0,12470.0
100,22,3,AP Nexus,1,7091.0,5517.0,6.0,35455.0,12608.0
100,22,3,AP Nexus,2,4026.0,3387.0,6.0,20130.0,7413.0
100,22,3,AP Nexus,3,1168.0,1012.0,6.0,5840.0,2180.0
100,22,3,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
100,22,3,AP Nexus,-1,19200.0,15472.0,23.0,82167.0,34672.0
100,22,3,GP Nexus,0,4956.0,3047.0,4.0,14868.0,8003.0
100,22,3,GP Nexus,1,678.0,668.0,6.0,3390.0,1346.0
100,22,3,GP Nexus,2,202.0,191.0,6.0,1010.0,393.0
100,22,3,GP Nexus,3,34.0,25.0,6.0,170.0,59.0
100,22,3,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
100,22,3,GP Nexus,-1,5871.0,3931.0,23.0,19438.0,9802.0
100,22,3,GP AdaNexus,0,1222.167787329223,1754.2190898749452,4.0,3666.5033619876695,2976.3868772041683
100,22,3,GP AdaNexus,1,15.380109021279386,101.98482331277853,7.0,92.28065412767631,117.36493233405791
100,22,3,GP AdaNexus,2,24.104619701180855,67.45495137270744,6.0,120.52309850590427,91.55957107388829
100,22,3,GP AdaNexus,3,96.91147557666358,46.16019525176317,6.0,484.5573778833179,143.07167082842676
100,22,3,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
100,22,3,GP AdaNexus,-1,1359.563991628347,1969.8190598121942,24.0,4363.864492504568,3329.383051440541
10,22,3,AP Nexus,0,6020.0,3809.0,4.0,18060.0,9829.0
10,22,3,AP Nexus,1,4002.0,3665.0,6.0,20010.0,7667.0
10,22,3,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
10,22,3,AP Nexus,-1,10023.0,7474.0,11.0,38070.0,17497.0
10,22,3,GP Nexus,0,3256.0,1035.0,5.0,13024.0,4291.0
10,22,3,GP Nexus,1,223.0,188.0,6.0,1115.0,411.0
10,22,3,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
10,22,3,GP Nexus,-1,3480.0,1223.0,12.0,14139.0,4703.0
10,22,3,GP AdaNexus,0,767.7341215936881,718.7129967635672,5.0,3070.9364863747523,1486.4471183572552
10,22,3,GP AdaNexus,1,89.86331465415395,126.59395024975309,6.0,449.31657327076977,216.45726490390706
10,22,3,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
10,22,3,GP AdaNexus,-1,858.5974362478421,845.3069470133203,12.0,3520.253059645522,1703.9043832611624
125,22,3,AP Nexus,0,6694.0,5273.0,3.0,13388.0,11967.0
125,22,3,AP Nexus,1,7079.0,5521.0,6.0,35395.0,12600.0
125,22,3,AP Nexus,2,3965.0,3365.0,6.0,19825.0,7330.0
125,22,3,AP Nexus,3,1095.0,1006.0,6.0,5475.0,2101.0
125,22,3,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
125,22,3,AP Nexus,-1,18834.0,15165.0,22.0,74083.0,33999.0
125,22,3,GP Nexus,0,3544.0,1576.0,3.0,7088.0,5120.0
125,22,3,GP Nexus,1,664.0,641.0,6.0,3320.0,1305.0
125,22,3,GP Nexus,2,201.0,189.0,6.0,1005.0,390.0
125,22,3,GP Nexus,3,32.0,25.0,6.0,160.0,57.0
125,22,3,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
125,22,3,GP Nexus,-1,4442.0,2431.0,22.0,11573.0,6873.0
125,22,3,GP AdaNexus,0,1245.558325885198,1187.332525397445,3.0,2491.116651770396,2432.890851282643
125,22,3,GP AdaNexus,1,21.614653454848956,117.35120009170208,6.0,108.07326727424478,138.96585354655105
125,22,3,GP AdaNexus,2,26.15441955384496,69.84068481723122,5.0,104.61767821537984,95.99510437107618
125,22,3,GP AdaNexus,3,73.0020236023078,40.72260141210185,6.0,365.010118011539,113.72462501440965
125,22,3,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
125,22,3,GP AdaNexus,-1,1367.3294224961996,1415.24701171848,21.0,3068.8177152715593,2782.5764342146795
150,22,3,AP Nexus,0,6675.0,5264.0,2.0,6675.0,11939.0
150,22,3,AP Nexus,1,7137.0,5561.0,6.0,35685.0,12698.0
150,22,3,AP Nexus,2,4002.0,3384.0,6.0,20010.0,7386.0
150,22,3,AP Nexus,3,1105.0,1014.0,6.0,5525.0,2119.0
150,22,3,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
150,22,3,AP Nexus,-1,18920.0,15223.0,21.0,67895.0,34143.0
150,22,3,GP Nexus,0,3578.0,1616.0,2.0,3578.0,5194.0
150,22,3,GP Nexus,1,703.0,666.0,8.0,4921.0,1369.0
150,22,3,GP Nexus,2,203.0,191.0,6.0,1015.0,394.0
150,22,3,GP Nexus,3,34.0,25.0,6.0,170.0,59.0
150,22,3,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
150,22,3,GP Nexus,-1,4519.0,2498.0,23.0,9684.0,7017.0
150,22,3,GP AdaNexus,0,1263.7537094533357,1214.569942267788,2.0,1263.7537094533357,2478.3236517211235
150,22,3,GP AdaNexus,1,26.055452599195373,131.7791677370494,8.0,182.3881681943676,157.83462033624477
150,22,3,GP AdaNexus,2,25.97459702604499,69.97395731380256,6.0,129.87298513022495,95.94855433984755
150,22,3,GP AdaNexus,3,96.91147557666358,46.16019525176317,6.0,484.5573778833179,143.07167082842676
150,22,3,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
150,22,3,GP AdaNexus,-1,1413.6952346552398,1462.4832625704032,23.0,2060.572240661246,2876.178497225643
1,22,3,AP Nexus,0,6568.0,4330.0,4.0,19704.0,10898.0
1,22,3,AP Nexus,1,3572.0,3309.0,6.0,17860.0,6881.0
1,22,3,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
1,22,3,AP Nexus,-1,10141.0,7639.0,11.0,37564.0,17780.0
1,22,3,GP Nexus,0,4083.0,1853.0,4.0,12249.0,5936.0
1,22,3,GP Nexus,1,187.0,161.0,6.0,935.0,348.0
1,22,3,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
1,22,3,GP Nexus,-1,4271.0,2014.0,11.0,13184.0,6285.0
1,22,3,GP AdaNexus,0,1337.2976861804045,1339.7380931105301,4.0,4011.8930585412136,2677.0357792909344
1,22,3,GP AdaNexus,1,70.94747982061628,104.52442286811048,5.0,283.7899192824651,175.47190268872674
1,22,3,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
1,22,3,GP AdaNexus,-1,1409.2451660010208,1444.2625159786405,10.0,4295.682977823679,2853.5076819796614
200,22,3,AP Nexus,0,6834.0,5490.0,2.0,6834.0,12324.0
200,22,3,AP Nexus,1,7198.0,5590.0,6.0,35990.0,12788.0
200,22,3,AP Nexus,2,4031.0,3394.0,6.0,20155.0,7425.0
200,22,3,AP Nexus,3,1696.0,1471.0,6.0,8480.0,3167.0
200,22,3,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
200,22,3,AP Nexus,-1,19760.0,15945.0,21.0,71459.0,35705.0
200,22,3,GP Nexus,0,4288.0,2369.0,3.0,8576.0,6657.0
200,22,3,GP Nexus,1,681.0,669.0,6.0,3405.0,1350.0
200,22,3,GP Nexus,2,203.0,192.0,6.0,1015.0,395.0
200,22,3,GP Nexus,3,51.0,43.0,6.0,255.0,94.0
200,22,3,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
200,22,3,GP Nexus,-1,5224.0,3273.0,22.0,13251.0,8497.0
200,22,3,GP AdaNexus,0,1351.4310470540097,1586.1643661261692,3.0,2702.8620941080194,2937.595413180179
200,22,3,GP AdaNexus,1,15.422921779198612,101.44439501837076,5.0,61.69168711679445,116.86731679756937
200,22,3,GP AdaNexus,2,24.027839838031458,67.52624767109108,6.0,120.13919919015729,91.55408750912254
200,22,3,GP AdaNexus,3,55.103412158963295,47.31375397285277,6.0,275.5170607948165,102.41716613181606
200,22,3,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
200,22,3,GP AdaNexus,-1,1446.985220830203,1802.448762788484,21.0,3160.210041209788,3249.433983618687
20,22,3,AP Nexus,0,6686.0,4577.0,2.0,6686.0,11263.0
20,22,3,AP Nexus,1,4041.0,3633.0,6.0,20205.0,7674.0
20,22,3,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
20,22,3,AP Nexus,-1,10728.0,8210.0,9.0,26891.0,18938.0
20,22,3,GP Nexus,0,3830.0,1634.0,3.0,7660.0,5464.0
20,22,3,GP Nexus,1,214.0,198.0,6.0,1070.0,412.0
20,22,3,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
20,22,3,GP Nexus,-1,4045.0,1832.0,10.0,8730.0,5877.0
20,22,3,GP AdaNexus,0,1241.6404238794687,1198.559022493913,3.0,2483.2808477589374,2440.1994463733818
20,22,3,GP AdaNexus,1,33.266413867152316,80.42678635479285,6.0,166.3320693357616,113.69320022194518
20,22,3,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
20,22,3,GP AdaNexus,-1,1275.906837746621,1278.9858088487058,10.0,2649.612917094699,2554.892646595327
250,22,3,AP Nexus,0,6753.0,5393.0,3.0,13506.0,12146.0
250,22,3,AP Nexus,1,7039.0,5513.0,6.0,35195.0,12552.0
250,22,3,AP Nexus,2,3967.0,3359.0,6.0,19835.0,7326.0
250,22,3,AP Nexus,3,1678.0,1460.0,6.0,8390.0,3138.0
250,22,3,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
250,22,3,AP Nexus,-1,19438.0,15725.0,22.0,76926.0,35163.0
250,22,3,GP Nexus,0,3716.0,1768.0,3.0,7432.0,5484.0
250,22,3,GP Nexus,1,660.0,634.0,6.0,3300.0,1294.0
250,22,3,GP Nexus,2,201.0,189.0,6.0,1005.0,390.0
250,22,3,GP Nexus,3,50.0,43.0,6.0,250.0,93.0
250,22,3,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
250,22,3,GP Nexus,-1,4628.0,2634.0,22.0,11987.0,7262.0
250,22,3,GP AdaNexus,0,1316.9478645245383,1310.0413760665272,3.0,2633.8957290490766,2626.9892405910655
250,22,3,GP AdaNexus,1,23.6174309960837,121.92970841286837,6.0,118.0871549804185,145.54713940895206
250,22,3,GP AdaNexus,2,26.15441955384496,69.84068481723122,6.0,130.77209776922479,95.99510437107618
250,22,3,GP AdaNexus,3,46.939421398989,43.86457009854865,6.0,234.697106994945,90.80399149753765
250,22,3,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
250,22,3,GP AdaNexus,-1,1414.6591364734559,1545.6763393951755,22.0,3117.4520887936646,2960.3354758686314
50,22,3,AP Nexus,0,6971.0,5079.0,4.0,20913.0,12050.0
50,22,3,AP Nexus,1,7806.0,5971.0,6.0,39030.0,13777.0
50,22,3,AP Nexus,2,4714.0,3891.0,6.0,23570.0,8605.0
50,22,3,AP Nexus,3,1678.0,1500.0,6.0,8390.0,3178.0
50,22,3,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
50,22,3,AP Nexus,-1,21170.0,16441.0,23.0,91903.0,37611.0
50,22,3,GP Nexus,0,4749.0,2790.0,8.0,33243.0,7539.0
50,22,3,GP Nexus,1,918.0,884.0,6.0,4590.0,1802.0
50,22,3,GP Nexus,2,268.0,254.0,6.0,1340.0,522.0
50,22,3,GP Nexus,3,55.0,47.0,6.0,275.0,102.0
50,22,3,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
50,22,3,GP Nexus,-1,5991.0,3975.0,27.0,39448.0,9966.0
50,22,3,GP AdaNexus,0,1307.5399525392172,1717.5965586721773,7.0,7845.239715235303,3025.1365112113945
50,22,3,GP AdaNexus,1,23.957466928954307,145.05974584741512,6.0,119.78733464477153,169.01721277636943
50,22,3,GP AdaNexus,2,24.739235744277597,78.83694078102884,5.0,98.95694297711039,103.57617652530644
50,22,3,GP AdaNexus,3,51.04407648034762,47.757407790655094,6.0,255.2203824017381,98.80148427100272
50,22,3,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
50,22,3,GP AdaNexus,-1,1408.2807316927967,1989.2506530912765,25.0,8319.204375258923,3397.5313847840735
5,22,3,AP Nexus,0,6495.0,4277.0,4.0,19485.0,10772.0
5,22,3,AP Nexus,1,3781.0,3668.0,6.0,18905.0,7449.0
5,22,3,AP Nexus,2,1.0,0.0,1.0,0.0,1.0
5,22,3,AP Nexus,-1,10277.0,7945.0,11.0,38390.0,18222.0
5,22,3,GP Nexus,0,2978.0,745.0,5.0,11912.0,3723.0
5,22,3,GP Nexus,1,234.0,209.0,6.0,1170.0,443.0
5,22,3,GP Nexus,2,1.0,0.0,1.0,0.0,1.0
5,22,3,GP Nexus,-1,3213.0,954.0,12.0,13082.0,4167.0
5,22,3,GP AdaNexus,0,472.9976234468875,467.74153942460117,5.0,1891.99049378755,940.7391628714886
5,22,3,GP AdaNexus,1,52.30905739839635,103.00889837618443,6.0,261.54528699198175,155.31795577458078
5,22,3,GP AdaNexus,2,1.0,0.0,1.0,0.0,1.0
5,22,3,GP AdaNexus,-1,526.3066808452838,570.7504378007856,12.0,2153.5357807795317,1097.0571186460693
100,67,3,AP Nexus,0,138.0,69.0,4.0,414.0,207.0
100,67,3,AP Nexus,1,8500.0,6215.0,8.0,59500.0,14715.0
100,67,3,AP Nexus,2,5181.0,4129.0,6.0,25905.0,9310.0
100,67,3,AP Nexus,3,1840.0,1580.0,6.0,9200.0,3420.0
100,67,3,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
100,67,3,AP Nexus,-1,15660.0,11993.0,25.0,95019.0,27653.0
100,67,3,GP Nexus,0,2347.0,138.0,6.0,11735.0,2485.0
100,67,3,GP Nexus,1,1367.0,1283.0,8.0,9569.0,2650.0
100,67,3,GP Nexus,2,327.0,283.0,7.0,1962.0,610.0
100,67,3,GP Nexus,3,64.0,49.0,6.0,320.0,113.0
100,67,3,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
100,67,3,GP Nexus,-1,4106.0,1753.0,28.0,23586.0,5859.0
100,67,3,GP AdaNexus,0,42.49622891936202,57.12977002891305,6.0,212.48114459681008,99.62599894827507
100,67,3,GP AdaNexus,1,51.98812514892375,254.01831051574234,7.0,311.9287508935425,306.00643566466607
100,67,3,GP AdaNexus,2,72.46745326688655,140.5489706984234,6.0,362.33726633443274,213.01642396530997
100,67,3,GP AdaNexus,3,106.44878098223283,68.57524594837776,6.0,532.2439049111641,175.0240269306106
100,67,3,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
100,67,3,GP AdaNexus,-1,274.40058831740515,520.2722971914566,26.0,1418.9910667359495,794.6728855088618
10,67,3,AP Nexus,0,3596.0,1387.0,7.0,21576.0,4983.0
10,67,3,AP Nexus,1,8246.0,6149.0,6.0,41230.0,14395.0
10,67,3,AP Nexus,2,4493.0,3682.0,6.0,22465.0,8175.0
10,67,3,AP Nexus,3,1856.0,1550.0,9.0,14848.0,3406.0
10,67,3,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
10,67,3,AP Nexus,-1,18192.0,12768.0,29.0,100119.0,30960.0
10,67,3,GP Nexus,0,2434.0,236.0,10.0,21906.0,2670.0
10,67,3,GP Nexus,1,1116.0,1052.0,8.0,7812.0,2168.0
10,67,3,GP Nexus,2,247.0,222.0,6.0,1235.0,469.0
10,67,3,GP Nexus,3,64.0,49.0,9.0,512.0,113.0
10,67,3,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
10,67,3,GP Nexus,-1,3862.0,1559.0,34.0,31465.0,5421.0
10,67,3,GP AdaNexus,0,80.63412210358793,104.48583474881193,9.0,645.0729768287034,185.11995685239987
10,67,3,GP AdaNexus,1,41.35401397518085,206.28660122241487,8.0,289.4780978262659,247.6406151975957
10,67,3,GP AdaNexus,2,49.43105333318304,103.32255052966666,6.0,247.15526666591518,152.7536038628497
10,67,3,GP AdaNexus,3,123.40433661636887,73.24913936512317,10.0,1110.6390295473198,196.65347598149202
10,67,3,GP AdaNexus,4,1.0,0.0,1.0,0.0,1.0
10,67,3,GP AdaNexus,-1,295.82352602832066,487.3441258660166,34.0,2292.3453708682046,783.1676518943373
125,67,3,AP Nexus,0,138.0,69.0,4.0,414.0,207.0
125,67,3,AP Nexus,1,8451.0,6124.0,6.0,42255.0,14575.0
125,67,3,AP Nexus,2,5150.0,4041.0,6.0,25750.0,9191.0
125,67,3,AP Nexus,3,1837.0,1569.0,6.0,9185.0,3406.0
125,67,3,AP Nexus,4,1.0,0.0,1.0,0.0,1.0
125,67,3,AP Nexus,-1,15577.0,11803.0,23.0,77604.0,27380.0
125,67,3,GP Nexus,0,2347.0,138.0,6.0,11735.0,2485.0
125,67,3,GP Nexus,1,1206.0,1099.0,9.0,9648.0,2305.0
125,67,3,GP Nexus,2,323.0,282.0,6.0,1615.0,605.0
125,67,3,GP Nexus,3,63.0,49.0,6.0,315.0,112.0
125,67,3,GP Nexus,4,1.0,0.0,1.0,0.0,1.0
125,67,3,GP Nexus,-1,3940.0,1568.0,28.0,23313.0,5508.0
